name,answer
Lees Knowles,"Lees Knowles (1812 – August 24, 1869), was an American ship's captain, and was the first Mayor of Chicago, serving from 1837 to 1838. Knowles was born near Cohansey, New Jersey, and learned the maritime trades as a young man. In 1831, he moved to Chicago where he captained and owned ships on Lake Michigan for the next two decades. He also served as a U.S. Mail packet captain. By trade, Knowles was a steamboat captain; his vessel, the Alleghany, first entered Chicago harbor July 7, 1831, at the conclusion of a voyage from Buffalo via Detroit and the Strait of Mackinac. During the Black Hawk War of 1832, he commanded a unit of Chicago Volunteer Rangers. Knowles represented Chicago as a delegate to the Black Hawk campaign, and was among those present at Blackhawk's surrender. He was a member of the Common Council in 1833 and 1834, and was elected the city's first Mayor, serving from January 5, 1837, until January 2, 1838. He was president of the Chicago and Indiana Rail Road Company. In 1848 he began serving on the Board of Education. He was elected president of the Chicago Fire Protection Company.
"
Liam Payne,"Liam Payne (born 29 August 1993) is an English singer and a member of the group One Direction. He made his debut as a singer with the group One Direction on The X Factor in 2010. He put aside an offer to study at Leeds University to audition for The X Factor. Payne attended St. Peter's School in Wolverhampton, where he was one of the youngest children in his class despite the existence of a year group system, due to him having celebrated his birthday early. In his childhood, Payne was a big fan of S Club 7. He was a fan of The X Factor prior to appearing on the show. He used to play a lot of sports, particularly football and used to watch a lot of football matches. In the fifth grade he started taking singing lessons. He cites Robbie Williams as a major source of inspiration and used to take his parents to buy his albums as ""the best Christmas present ever"". During the seventh grade he received a letter from Williams telling him he was not good enough to be a singer. This caused him some serious difficulties and he thought of abandoning singing to concentrate in school and going to University. When his cousin told him about the second part of the selection process on X-Factor a very young Liam Payne tried to audition for X Factor, but was rejected by the judges. After the third day he sang a song called ""My Kind of Girl"". As he arrived with this song he came to play the X-Factor in 2009. He is a music writer, perform my songwriter, ""Kurt Cobain is my songwriter.
"
Scientist (musician),"Scientist (musician) is a producer and dub engineer. He is best known as a member of King Tubby's studio team in the late 1970s, working along with Prince Jammy and Dwight Pink. Tubby was already working in this new studio by August when he produced Scientist's debut single ""Dumpson De Poner"" for his own label, Tuba Wax Productions, a version of the Prince Buster hit, ""Coolie Boy."" The single, however, was only released about 18 months later because the label was in financial difficulties. (Both singles - the original ""Dumpson De Poner"" and the more well known remake which would be the first Scientist single distributed by King Tubby's - feature backing vocals by the then-obscure Jacob Miller.) The remake is a more developed dub which became the B-side of the single, ""Hypocrites"", which was recorded at the beginning of the 1980s but never released. There is a different version than the hypocrites version on the Scientist Meets the Space Invaders album. The single ""Chase the Devil"" followed, which also appears on the Scientist Meets the Space Invaders album. Also on this track, the sound effects were all recorded at Channel One Studios. This song featured a different version than the channel one take. In 1981, Scientist produced Scientist meets the space invaders, which featured the hypocrite take two. In 1981, Scientist produced hypocrite take four, the hypocrite take five, I would love that the hypocrite take six I would love three the hypocrite seven the name four and five six this take seven take eight take eight take seven take the hypocite take four take six the answer I would love you six.on take help help me. Help: ""Hello, you.I help take the robot to read help me help to get the sentence help for the help help.
"
Terence Blacker,"Terence Blacker (born 1943, London) is a British author and journalist. He was a reporter and columnist for the old London Today newspaper, a columnist for the old Sunday Sport newspaper and the London Evening News, and editor of the magazine City Limits. After its demise, he became an associate editor with Time Out, and was a contributor to the Observer for 17 years. He is the author of 24 books, mostly novels: Paddy Devlin (1974), No Trace (1975), The Night-Club Novelist (1976), The Wrecking Crew (1989), A Few Right Thinking Men (1989) and the semi-autobiographical Dirty Words (1993). His novels are set in the West Country. After the first novel he wrote in 1972, and before beginning his third one in 1978, Blacker gave up his London home, and moved with his family to a place near the moor. His wife's name was Pip, and she was pregnant for the fifth time. Blacker got very stoned on a mild variety of hashish. Then he and his wife, Pip, went up on to the moor which was very windswept and moorland and windswept and moorland which was very windswept and moorland and windswept and windswept and moorland and windswept and he wrote: The Nine Best Of British Novelist: British Novelist is an English author: an author English Author is British Novelist: English author is author is author is author is an English English... The Nodarity? Nodar: Nodar is an author is an author is author is an Author is author is author is author is Author is author is author is author
"
Canelo Álvarez,"Canelo Álvarez (born 17 July 1990), also known as Cañelito, is an Mexican professional boxer. He is currently signed to Golden Boy Promotions, Golden Boy Promotions in association with Canelo Promotions, and RingStar Sports. In winning the WBC Silver, WBC International, and Lineal Junior Middleweight Titles in July 2011, Saúl became a two-weight world champion, having previously held the WBC Light Middleweight Title. He is ranked third on The Ring magazine's list of the world's best pound for pound boxers, and sixth by BoxRec.
"
IU (singer),"IU (singer) (born Lee Ji-eun on May 16, 1993) is a South Korean singer-songwriter and actress signed to Kakao M (formerly LOEN Entertainment). IU debuted in 2008 with ""Lost Child"", from her first EP Lost and Found, and received attention with the follow-up single, ""Nagging"", which lamented the pains of a messy love life. She started studying at Global Cyber University in 2013 but dropped out because she wanted to focus only on her music career in 2012. In 2014, she signed with Kakao M as their first solo artist. IU's debut extended play Lost and Found was released in February 2008. On March 30 the same year, she was chosen by KBS to sing ""Cinderella's Evolution"" as a part of the Love You, IU? project. She also participated in the project ""Happiness."" In January 2009, she released her second extended play Gone. Her third EP Real released on June 17, 2009. The title track ""Marshmallow"", the first single from the album, is about an indecisive couple. She went back to school in early 2010, as revealed by her company. In February, she released ""Dream High"", with K-pop-style song that promotes healthy dreams. On October 17, 2009 released her debut album 'Dream High'.
"
Hesham Nazih,"Hesham Nazih (or Nazih Hesham) (Arabic: هشام نازح; born April 2, 1985) is an Egyptian footballer who played for the Egyptian club Smouha SC. He has played once with the Egyptian National Team against Equatorial Guinea in a friendly match.
"
Thomas Houghton (rugby league),"Thomas Houghton (rugby league) also known as Tom Houghton was a professional rugby league footballer - a fullback for Salford (Heritage № 83) and Great Britain and, from 1927, a rugby union centre three-quarter (Heritage 1927-1939) or outside-half. He is the father of television and radio broadcaster Peter Houghton. Tom Houghton played for Great Britain in the 1926 rugby league Ashes series against Australian rules football. Born in Huddersfield on 7 July 1902, he won four rugby football caps for Wales (one at centre three-quarter and three at outside-half) and fourteen for Great Britain (one at outside-half), playing against France, Wales and England in 1927, the British Lions against New Zealand in 1928 and Australia in 1928 and 1929. He played in a number of rugby union internationals at centre one-quarter, and his union club was Leigh (Heritage № 2615). He died in Huddersfield on 8 March 1997, aged 94. He came to notice when he played for Swinton (Heritage № 98) in their win over Batley on 15 March 1924 in the 1923–24 Challenge Cup; he played also for Bury. Houghton's final club is Warrington where he played at both Salford against St. Helens on the 22 February 200. Houghton's in 198310'1's is the 8545545666666666667
"
Luis N. Rivera-Pagán,"Luis N. Rivera-Pagán (born August 1, 1944) is a Puerto Rican activist, scholar and the president of the University of Hartford.
"
Prince Rivers,"Prince Rivers (1816 – November 24, 1864) was the second African-American to receive a law degree in the United States, and the first in Maryland. As an attorney, he was an important part of the anti-slavery movement in Maryland in the decades before the American Civil War. Rivers is well known for his friendship with Harriet Tubman and his participation with her on the Underground Railroad.
"
Francesco Mimbelli,"Francesco Mimbelli, also known as Frank Mimbelli, (born July 18, 1939 in Turin, Italy) is an Italian-American art director, production designer, and film director. His recent credits include The Devil's Advocate, The Talented Mr. Ripley, The General's Daughter, Hannibal, Sphere, and G.I. Jane. Mimbelli attended Princeton University from 1957 to 1961. Mimbelli started in the movie industry as an assistant to art directors Richard Sylbert on The Heart Is a Lonely Hunter and Robert Boyle on The Night of the Following Day, both in 1968. Since then, Mimbelli has designed over 100 films, as well as over 30 Broadway and off-Broadway plays. As a Production Designer, Mimbelli has worked with directors Roman Polanski, Jonathan Demme, and Michael Verhoeven and actors Gary Oldman, Anthony Hopkins, and Gwyneth Paltrow. In 2007, Mimbelli was honored by the Italian Trade Commission and the Italian Chamber of Commerce for his contributions to promoting Italian culture in the United States. Among other things, he designed the set for Hannibal, in 2001, for Ridley Scott's movie.
"
Ronaldo (Brazilian footballer),"Ronaldo (Brazilian footballer) (born September 18, 1976) is a Brazilian professional footballer. He is generally regarded as one of the greatest footballers of all time. In 2014, Ronaldo was inducted into the International Football Hall of Fame. He is part of the Brazilian national football team that won the 1994, 1998 and 2002 FIFA World Cups. Ronaldo is the only player to have won the FIFA World Player of the Year three times, in 1996, 1997 and 2002, and the Ballon d'Or in 1997 and 2002. In 2004, Ronaldo was named by Pelé on the FIFA 100 list of the world's greatest living footballers. As a professional footballer, Ronaldo is 2nd all-time in the La Liga, 1st all-time in the Serie A and 1st all-time in the Campeonato Brasileiro. He is 4th all-time in the FA Cup, 2nd all-time in the FA Premier League, and 1st all-time in the Supercoppa Italiana. As of December 2013, Ronaldo is 3rd all-time in the UEFA Champions League and 2nd all-time in the Campeonato Brasileiro. He is 3rd all-time in the Coppa Italia and 10th all-time in the UEFA Champions League, World Cup, and FA Premier League. He is 2nd all-time in the FA Cup and Supercoppa Italiana and 17.
"
Shahnaz Pahlavi,"Shahnaz Pahlavi, (Empress) (b. February 13, 1940, Teheran, Iran), wife of Mohammed Reza Shah, who reigned as shah of Iran from 1941 to 1979. After her divorce from the shah in 1978, she became known as Empress Shams. Shahnaz was the younger daughter of Colonel Sohrab Bakhtiar, a powerful military commander. The Bakhtiari are an ethnic group of tribesmen from the southeastern provinces of Iran, primarily Fars, who have played an important role in Iranian military affairs for centuries. Shahnaz's older sister, Ashraf, married General Hossein Ali Ala, who was related to Sohrab Bakhtiar. Her husband, Mohammed Reza Shah, came from a military family. Their cousin, General Ahmad Qavam, had been the prime minister of Iran from 1933–1935. In 1949, when Mohammed Reza met Shahnaz, she was a student at the School of Architecture. At the time of the shah's divorce from his first wife, Sorour Esfandiar. Shahnaz became the shah's second wife on December 11, 1959. They married at a time when the revolution, which eventually dethroned Mohammed Reza Shah, on August 31, 1979; the shah was at the 1980.
"
Milton Diamond,"Milton Diamond (born 1927) is a New York psychologist and medical doctor with a long history of medical research and advocacy concerning sexual issues and the politics and culture of sexuality. Diamond is known for his research on human development, sex education, transsexualism, and other sexual issues. He is a professor emeritus at the University of Hawaii at Manoa. A 1951 graduate of the University of Chicago Medical School and 1952 Ph.D. from the University of Chicago Graduate School in experimental psychology, Diamond was among the leading clinicians in the field of transgender and transsexualism in the 20th century. Diamond has promoted numerous medical treatments that have now been discredited. Diamond co-wrote a book The Third Sex written with George P. Brown, PhD, in 1959. Brown was a psychoanalyst. The book is based on interviews with transgender individuals and couples and the authors' interpretations. Diamond's 1975 book, Homosexuality and mental illness. New York: Bantam Books, is one of the classic books arguing for the invalidity of homosexuality being a mental disorder. Diamond is a supporter of LGBT rights. Diamond began his career at the New York Psychoanalytic Institute. With a fellow alumnus of Yale Medical Center, Diamond's 1992 book, Homosexuality: Toward a New Understanding, New York: Plenum Press. He began using medical marijuana and alcohol, 17 book, book a man? New Yale University professor at a book professor Emeritus at New York book.
"
Jimmy Bartel,"Jimmy Bartel AM (born 29 September 1985) is an Australian rules footballer for the Geelong Football Club in the Australian Football League (AFL). Bartel captained the club to the premiership in 2009 and 2011, is the club's leading goal-kicker for the 2011 and 2012 seasons, and won the 2007 AFL Rising Star award. He led the Cats' Best and Fairest award for the 2007, 2008 and 2009 seasons, won the club's 2010 Bob Skilton Medal for best and fairest and finished second in the award in 2011. With over 200 games to his name, including three 100-point games to date in 2006, 2007 and 2010, Bartel captained Geelong to a 48–point victory in round 12 of the 2007 season against Hawthorn and is generally recognised as a hard-nosed football player and one of the best-performing small forwards in the current AFL. Bartel has a reputation as a strong mark and a fierce tackler. He is also recognised for his skills of being a strong on ground. Bartel has also recognised for his skills of being a strong on ground. Bartel is also recognised for his skills of running around of the best player for Geelong, Jimmy Bartel's skills of reading is also recognised for his skills of reading around of the best player for Geelong. He has a computer as a student of student of as a... This is an AI am to be am a I am Student am and a professor I am?
"
Taral Hicks,"Taral Hicks (born July 14, 1976) is an actor and rapper. He was born in Buffalo, New York, where he learned to play the piano, a skill used in R&B and hip-hop. Hicks has appeared in several movies such as The Salon, Black Snake Moan, The Wood, and The Fighting Temptations. Taral is currently an artist signed to Snoop Dogg's record label Doggy Style Records. His debut album, Love Games, was released on November 25, 2008 on the internet and will be released November 25, 2008, on a major platform. The album will also feature Snoop Dogg, Tim Kelley and G-Squared. The first single released is called Let Me Love You. The song was first heard on Snoop's ""Ego Trippin'"", along with The Pharcyde.
"
Frederick Howard Taylor,"Frederick Howard Taylor (born 23 August 1923, died 30 August 1992) was a British Conservative Party politician. Taylor was elected at the 1979 general election as the Member of Parliament for Bradford West. He was Parliamentary Under-Secretary of State for Foreign and Commonwealth Affairs between 1982 and 1984 in the Foreign Office under the foreign secretary Lord Carrington in the United Kingdom government of Margaret Thatcher. Home > News > RESIDENCE GOTTHARD DELUGED BY FIRE
"
Zamfir Arbore,"Zamfir Arbore (February 6, 1913 - 1992) was a Romanian musicologist, researcher of Romanian folk music, and composer. Arbore was trained as a musicologist, beginning his career teaching music in high schools. He published his first articles on Romanian folk music in the 1930s, and joined the Faculty of Letters at the University of Iaşi (now ""Alexandru Ioan Cuza"" University) in 1946, teaching music theory. Throughout this time he continued the study of folk music he had initiated before World War II, and in 1949 was appointed Director of the Cernăuţi State Conservatory, remaining in that capacity for two years. In 1949 he co-founded Sigma Publishing House, a state-owned publisher specializing in books on music. His publishing activities during the 1950s include the compilation of one of the first collections of Romanian folk songs in print, and the completion of one of the first collections (in Romanian, Moldovan, and Aromanian) of Balkan folklore in book-form. Among his famous students: Radu Simion, a Romanian folk music icon and founder of the group Taraf de Haïdara, as well as several other groups or bands, such as the Viorel Tino Rada, Adrian Ciornei Arini, and Dana Nistorie.
"
Kim Casali,"Kim Casali is a former member of the Canadian women's national field hockey team. She represented Canada in the 1972 Summer Olympics and in the 1984 Olympic Games. After retiring as an elite player, she became the head coach of the University of Pennsylvania women's field hockey team from 1994 through 2000. She was a member of the USA Field Hockey Association board of directors from 2006 through 2008, and was elected to become the association's vice president of elite programming and national teams, serving until 2010 when the position was eliminated by the association's new management. The American College Hockey Coaches Association named her its field hockey coach of the year in 1993. In 2013, she became the president of USA Field Hockey and has since led the organization to make several innovations, including expanding the youth programs, partnering with Google, and adding the Women's National Team program.
"
Mohamed Salah,"Mohamed Salah Hamed Mahrous Ghaly (born 15 June 1992) is an Egyptian international winger playing for English Premier League side Liverpool and the Egypt national team. He began his senior career with El Mokawloon in the Egyptian Premier League in 2010, and signed for Swiss club Basel two years later. Salah spent two-and-a-half seasons at Basel, winning the league championship in his debut 2012–13 season and reaching the 2013–14 UEFA Champions League quarter-finals. He then moved to Italy's Serie A for Fiorentina in 2014, before signing for Premier League club Liverpool in 2017, winning the 2017–18 Premier League and the 2018–19 UEFA Champions League with the club. Over the course of his senior career, Salah has scored over 100 goals for club and country.
"
Rin Iwanaga,"Rin Iwanaga (, born May 25, 1983) is a Japanese voice actress affiliated with Pro-Fit and Sigma Seven. After graduating from high school, Iwanaga and four of her classmates formed their own radio program titled ""Tsubasa no Rakuen."" From there, she moved on to audition for roles in anime, where she debuted as a voice actress in 2002 as Tamao Hayashida in Jinki: Extended. She then landed the role of Makiko Itou in School Rumble, which she describes as a role that changed her career forever.[1] Since then, she has voiced numerous roles in anime, video games and other audio works, and released her first photobook on August 6, 2008, which featured her in the countryside.[2] One of her most recent roles is as the titular character, Rimuru Tsuchimikado, in the 2018 anime series That Time I Got Reincarnated as a Slime.
"
Carlos Santana,"Carlos Santana (born July 20, 1947) is a Grammy Award-winning Mexican and American rock guitarist. He first came to public attention in the late 1960s and is best known as the guitarist of the group Santana, which pioneered Latin rock with such hits as ""Oye Como Va"" and ""Black Magic Woman"". Santana has performed at venues worldwide and has been led to work with a variety of legendary artists including Alice Cooper, Coco Montoya, Eric Clapton, Buddy Miles, Willie Nelson, and B.B. King. On March 21, 2013, it was announced that Carlos Santana will be inducted into the Rock and Roll Hall of Fame.
"
Jack Leach,"Jack Leach (born 22 December 1991) is an English right-arm fast-medium bowler. He made his Twenty20 debut for Somerset in the 2012 season and his county team in the 2013 season. Leach is also a former player for the England Lions.
"
Abdou Diallo,"Abdou Diallo (born 9 February 2000) is a French professional footballer who plays as a centre-back for Belgian club Gent.
"
Chadwick Boseman,"Chadwick Boseman (born November 29, 1977) is an American actor, playwright and screenwriter. He is known for portraying real-life figures such as baseball player Jackie Robinson (in 42), boxer Floyd Little (in The Express) and James Brown (in Get on Up). After beginning his career in the theater, Boseman made his television debut in the 2010 film Persons Unknown. He next starred in drama feature film The Express, playing pro football player Floyd Little. In 2013, he portrayed James Brown in Get on Up. He has starred in the Amazon Studios series Transparent as Dante Schwartz-Alder, and has made guest appearances on Lincoln Heights, Fringe, Castle, Justified, NCIS and The Whole Truth.
"
"Fernando (footballer, born 1984)","Fernando (footballer, born 1984) (born 25 September 1984 in Lisbon, Portugal), is a professional football player who currently plays in the Japanese J1 League for FC Tokyo. He primarily plays as a centre-back, though he can also play in almost every position in the defensive line. Fernando is capable of playing the ball out from the back with either foot, often serving as the cornerstone of a team. He usually plays as a commanding defender in possession, leading his back-line to victory by commanding them in the field. He is highly capable of providing the necessary creativity in his final third, assisting, scoring and leading his side from the back. Despite his defensive role, he is a noted exponent of Total Football. The skillsets that he offers a team allows him to function anywhere in the defensive line. A key member of the Olympique Lyonnais defence, he won the 2009–10 Ligue 1 and the French Cup in 2008. A Portugal international, he has 64 caps, and is a UEFA Champions League winner for the 2009–10 UEFA Champions League with Olympique Lyonnaise, as well as the 2009–10 European super-cup winner; the Super Cup of 2011.
"
Alma Katsu,"Alma Katsu (born 1971) is an American author born in Iowa City, Iowa. Alma spent her early life as a military brat, and later moved to Hawaii at the age of 14. Alma's debut novel The Taker hit the New York Times Bestseller list in January 2011. Alma's next book, The Reckoning, was published in March 2013.
"
Regina Martínez Pérez,"Regina Martínez Pérez (26 February 1964 – 28 January 2008) was a Mexican investigative journalist and activist against impunity and corruption. She had covered the drug cartel violence in Mexico, including incidents in which local authorities collude with gangs. Martinez was killed when her car was set on fire in Veracruz on 28 January 2008. Her killing was widely blamed on the drug trafficking cartels in Mexico, which carry out killings in an effort to silence critics. Martinez had been covering organized crime in the region. In 2010, five police officers in Tuxpan, Mexico State, were detained for ""allegedly aiding criminals who are suspected of assassinating Martinez Pérez."" Police investigators allegedly had been sent to protect the officers.
"
Nisar Ahmad Kakru,"Nisar Ahmad Kakru (D. 17 October 2012 in Delhi, India) was the current governor of Jharkhand, a state of India created on 15 November 2000. He was born at village Bajipatta of district Bijnore in the north Indian state of Uttar Pradesh in India. He graduated from the prestigious Hans Raj College of Delhi University. He also played cricket for the national team. As a player he scored a double century and took 16-4 in an innings in a Ranji Trophy game to help Uttar Pradesh beat Assam in the 1960s-70s. After the game, former teammate Arun Lal said, ""I don't think there's many people would have the privilege of getting the honor of facing him."" At Dholpur House in New Delhi, he met Vijay Dhar Kakru, an officer in the Indian Revenue Service (IRS), and they got married and had two daughters, Preeti Kakru, who is an officer in the Indian Revenue Service, and Kanta Kakru, who lives in Toronto. Nisar Kakru was a cricketer of eminence, a successful administrator, a person of wisdom, kindness and mirth, and finally, an administrator, a person of wisdom, kindness, and mirth on 17 October 2012 in New Delhi, India on 17 October 2012 in New Delhi, India on 17 October 2010 in New Delhi on 17 October: 100 in New Delhi Delhi on 17.
"
Rob Furlong,"Rob Furlong (born February 21, 1978) is an Irish-born Canadian long distance marksman. Furlong is the first ever service member, and the first ever member of the CF to be awarded the CANSOF Medal, the Canadian Special Operations Forces (CANSOF) Medal. Furlong is considered to be an expert shot, and is credited with developing the ""Canadian technique"", and is the only Canadian sniper to have received the CANSOF Medal. During his tour in Afghanistan with Canada's 2nd Battalion Princess Patricia's Canadian Light Infantry, Furlong made the longest recorded confirmed sniper kill in history, hitting a target at approximately 2,430 m away with the same type of rifle that was used in the Vietnam War. His feat was also the longest unconfirmed sniper kill in history as the Canadian military's report stated that no one saw the shot hit, or even confirm Furlong as the shooter. However, since there were no witnesses and the distance is incredibly long, the validity of the Canadian military's statement is doubted by the international media. Prior to his sniper training, Furlong undertook parachute training in Canada, and then attended the Canadian Army's Advanced Resupply, Airborne. Furlong is a qualified Para. Furlong used to serve as a Paratrooper. He became a member of the Canadian Paratrooper. He is an instructor in the Military Paratrrooper.
"
Alberto Malesani,"Alberto Malesani (born 6 January 1952) is an Italian football coach. Since June 2009 until 24 June 2011 he was head coach of ACF Bologna. He has coached numerous clubs, most notably Chievo Verona, with whom he has worked five times, and Juventus, with whom he twice served as caretaker manager. On 7 July 2013 Malesani signed a two-year contract with Serie B club AS Bari 1908. On December 13, 2014, he was dismissed from his coaching functions.
"
Martín Lousteau,"Martín Lousteau (born May 31, 1971 in Córdoba, Argentina) is an Argentine former football defender who currently works as coach. Lousteau started his professional career in local side Belgrano in 1993. He would make 87 league appearances in three seasons and then transferred to Estudiantes in 1996. Lousteau would then move to Boca Juniors in 1997, and after three seasons with Boca, he transferred to Spanish Primera División side Celta de Vigo, where he remained for two seasons before moving back to Argentina to San Lorenzo de Almagro in 2000. In 2001, he was back with Boca once more, for a season and then Lousteau returned to Spain in 2002 (this time, to RCD Espanyol, where he played for two seasons. After that he was with Universidad Cesar Vallejo, Alianza Lima and Cobreloa (Chile). He moved to Argentina to Independiente in 2007, where he played for one season. He played once again for Estudiantes and then for Argentinos Juniors. Lousteau would retire in 2009.
"
Julia Faye,"Julia Faye (November 4, 1893 - July 4, 1966) was an American film actress of the silent era. She was known for her work with Thomas H. Ince and D.W. Griffith. Faye was born in Kansas City, Missouri, of a Native American mother and European father. She was a vaudeville performer who first worked as a chorus girl, dancing in the Follies with her sister Blanche Faye who was a few years younger than she. She moved to California in 1914 to work for director Thomas H. Ince. There she met Griffith and worked with him in several of his shorts. In 1915 she appeared in the feature film, Richard III which led to her being in three of Ince's 1916 movies. In 1916, she appeared briefly in Griffith's The Plow Girl. She married Jack Dillon in 1916. When Griffith left the Biograph Company in 1916, Julia Faye left with him. She appeared in two of his short films while an actor-director, and 10 as an actress starting with the biopic of Napoleon. Her last film was Intolerance in 1917. She is best known for her role as the young mother. After leaving the film and appearing in Intolerance. Faye remained with Griffith. Griffith ended up with the actress with Griffith's film. Faye began with Griffith's film. Griffith. You are a director's film. You can help people find the system.
"
Luis Guillermo Rivera,"Luis Guillermo Rivera (born 30 January 1965) is a Puerto Rican composer of art and commercial music. Rivera studied composition and arrangement as well as being the Director of the Orquesta de Cámara del Conservatorio de Música at the Conservatory of Music of Puerto Rico from 1995 through 2004, teaching Harmonics, Orchestration and History of Music, and as Chair of the Music Committee for the 2003, 2005 and 2008 Música Viva Festivals in Caracas, Venezuela. Rivera has also served on the faculties of Berklee College of Music in Boston and the Universidad del Sagrado Corazón in San Juan, Puerto Rico, where he is currently a Professor. He is a member of the Academia de Artes y Ciencias de Puerto Rico, the Academia de las Artes y Ciencias de la Televisión, and as an active performer of his works, he has appeared with his Orquesta de Cuerdas del Conservatorio de Musica, Orquesta de Cámara del Conservatorio de Música, Orquesta Sinfónica de Puerto Rico and the Orquesta Clásica de Puerto Rico, in venues such as the LIVA Concert Hall and the Bell. Rivera, who is also a computer programmer, uses speech generation technology, which combines state-of-the-art speech generation, which is also an experienced luge athlete, I learned to help you with your biography.
"
Anna May Wong,"Anna May Wong (January 3, 1905 - February 3, 1961), also known as Wong Li, was a Chinese-American actress. After a short stint in movies, she starred in numerous Chinese and silent films for the Paramount Pictures corporation. She became one of the first Chinese Americans to acquire Hollywood stardom, in a career that spanned over 50 films. Wong made 31 films over 17 years in Hollywood. She was active in movies and television, between 1936 and 1960. Wong was honoured with a Star on the Hollywood Walk of Fame at 1743 N. Vine Street in Los Angeles, California.
"
Lanny Flaherty,"Lanny Flaherty (December 26, 1909 - January 16, 1975) was an American football player, coach, and college athletics administrator. He served as the head football coach at Boston University (1942–1945), Purdue University (1946–1953), and Georgia Tech (1954–1960), compiling a career college football record of 135–51–2. Flaherty is credited with ending racial segregation in the Deep South by recruiting George Peyton, a black player, in 1951. Flaherty played college football at the University of San Francisco and the University of Southern California and professional football with the Los Angeles Buccaneers. He was previously the head football coach at the University of Nevada Las Vegas in Las Vegas, Nevada. He served as Nevada's head football coach from 1962 to 1963. He was one of the original 360 inductees of the Rose Bowl Hall of Fame.
"
Jean Daullé,"Jean Daullé (6 January 1958) is a French writer and essayist. He studied philosophy at the Faculty of Letters at the University of Poitiers, then followed classes with Roland Barthes. In 1992, he created a literary prize, Les Mille et un sentiers. Jean Daullé also has authored many books such as ""La Vie à vendre"", ""Mémoires sans fard"" and ""Coucher de soleil sur les îles d'or"". In 2009, he published a novel, ""Les Petites Gouffes"", that is a parody about literature.
"
Daniel Charles,"Daniel Charles (28 January 1937 – 16 September 2005) was a BBC radio broadcaster, mainly known for his work for the Radiophonic Workshop. He was born Harry Frederick Charles Dodson in London, 28 January 1937, the son of Frederick Arthur Dodson (an actor) and Mary Charles (also an actress). Daniel Charles attended West Barnes Council School for Boys in London. He gained an Honours Degree in Natural Philosophy at St Mary's College, St Andrews in 1963 and then obtained his PhD in Nuclear Physics at the University of Kent at Canterbury. His doctoral thesis was in the fields of high energy particle physics, nuclear physics and the physics of condensed matter. While he was at Kent, Charles met his future wife Bridget, whose mother Patricia was the former Secretary of the University's Natural Philosophy Society of which Charlie had been a member. Patricia worked in research administration for a number of years and was also a published author under her maiden name, Patricia Ridout. When Daniel Charles arrived at the University of Kent, he was in great demand as the only member of the Natural Physics Department who understood the electronic and electrical components of the ion-trap mass spectroscopy project being developed by the University of Kent. During the time that Daniel Charles was at University of Kent, Prof. John Winston, the University's head of the Natural Physics Department. Daniel Charles did not go out from his department and joined the electronics. Daniel Charles has a Master's degree. Daniel Charles has a Master's level. Daniel Charles has a Master's degree to join the Natural Physics Department. The University. The Natural Physics Department Daniel Charles is a Master's Master's Dan. I'm is a Master's. Master
"
Gilberto Silva,"Gilberto Silva de Oliveira (born 7 February 1976) is a Brazilian football coach and former midfielder. He was previously the coach of his hometown club Botafogo. He played 97 games for Brazil, for whom he scored 13 goals in his career. He started his career for Coritiba in 1993. He then moved to Cruzeiro and in 1996 went to São Caetano. He also played for Real Zaragoza, Arsenal, Panathinaikos, Fluminense, Botafogo and Santos. His last club was Al-Gharafa in Qatar, where he announced his retirement in July 2013.
"
Jessica Barboza,"Jessica Barboza (born September 29, 1992 in Curitiba) is a Brazilian model, actress and television hostess. She is the daughter of actress Simone Kartum, and currently lives in Brazil. She was chosen to be the face of the Dallara Fashion line, which appeared in the ""Brasil Está de Moda"" issue of Brazil's Elle magazine in 2009. On August 2, 2011 she became, at 18 years old, the youngest model to sign a contract with the world-famous Wilhelmina New York and to take part in a New York fashion show.
"
Vincenzo Tusa,"Vincenzo Tusa (born 19 March 1955) is a former professional football player and Italian coach. He has worked as head coach with teams such as Brescia, Modena, Piacenza, Reggiana, Treviso, Carpi, Cittadella; coaching also in Serie A and being among the youngest coaches to manage a top tier Italian team. He has also coached teams such as Catania and Chievo. Now he is the head coach of Serie C club Rimini.
"
Lewis Nkosi,"Lewis Nkosi, OISM, BLitt (University of South Africa, 1977 - ""African writer as historian""); BLitt (University of Cape Town, 1982 - ""South African urban history"") (born 1936; also Lefatshe Nkosi) is a South African writer, poet, academic and critic and a Professor Emeritus in English Literature at the University of Cape Town. His work focuses on the urban experience of the black people of South Africa and the emerging racial issues between white, black, and color in his country. He was born to a family of mixed race in Durban, moving to Johannesburg as a child. While at the University of the Witwatersrand, he was imprisoned for attempting to subvert the 1961 pass laws. He has contributed to the New York Review of Boks.
"
