question,correct_answer,wrong_answer
"In eukaryotes, oxidative phosphorylation takes place in what?",mitochondria,"['mitochondrial membranes', 'mitochondrion', 'inner mitochondrial membrane']"
"Short chains of two amino acids (dipeptides) or three amino acids (tripeptides) are also transported actively. however, after they enter the absorptive epithelial cells, they are broken down into their amino acids before leaving the cell and entering the capillary blood via what?",simple diffusion,"['the gut', 'phagocytosis', 'pinocytosis']"
What do fungi use to penetrate deep into decaying matter?,hyphae,"['an amoeboid phase', 'sporophyte', 'haustorium']"
"All living cells in multicellular organisms contain an internal cytoplasmic compartment, and a nucleus within the cytoplasm. cytosol, the jelly-like substance within the cell, provides the fluid medium necessary for this?",biochemical reactions,"['movement of molecules', 'fluid movement', 'The membrane of a cell.']"
"Under appropriate conditions, the attractions between all molecules in what state will cause them to form liquids or solids?",gas,"['solid', 'plasma', 'A liquid']"
What else besides temperature has an effect on the phase of a substance?,pressure,"['Solute concentration', 'solvent', 'composition']"
What type of charge does a neutron have?,no charge,"['it is neutral', 'it is neutral', 'a nucleon']"
Animals that molt their exoskeletons belong to which clade?,Ecdysozoa,"['Arthropoda', 'Arthropoda', 'arthropoda']"
Alkaline earth metals are what color?,silvery white,"['shiny', 'white', 'yellow-green']"
What type of movement is caused by erosion from direct gravity?,mass wasting,"['under water cutting and weathering', 'downcutting', 'creep']"
What term is used describe energy released during an earthquake?,magnitude,"['seismic energy', 'seismic wave', 'elastic energy Categories: 12th Grade, 11th Grade, 10th Grade, 9th Grade, ScienceTags: Questions, Test']"
What are the rolling motions during an earthquake called?,Rayleigh waves,"['tectonic tremors', 'primary waves', 'liquefaction']"
What is the process that breaks down rocks into smaller pieces?,weathering,"['erosion', 'erosion', 'abrasion']"
What is the measurement for the amount of water vapor in the air?,relative humidity,"['vapor pressure deficit', 'water content', 'dew point']"
Major exchange pools of carbon include organisms and what else?,"soils, atmosphere, ocean","['soils', 'soils', 'land']"
"When light is absorbed by a material, what may increase?",temperature,"['entropy', 'its wavelength', 'photon energy']"
"What branch of physical science looks at how heat, work, and various forms of energy are related to one another?",thermodynamics,"['heat', 'thermodynamics User Satisfaction: 9/7/2019 5:08:05 AM 4 out of 5', 'thermal physics']"
"Connective tissues typically have three characteristic components in common: cells, large amounts of amorphous ground substance, and what else?",collagen fibers,"['elastic fibers', 'Collagen', 'extracellular matrix']"
After what stage do the last 2 stages of food  processing occur?,human digestion,"['absorption', 'stomach and small intestine', 'chemical conversion']"
What part of the plant holds the plant upright?,the stalk,"['root', 'stele', 'the leaves']"
What is a circuit that consists of one loop called?,a loop (circuit),"['parallel circuit', 'open circuit']"
Leaves respond to these environmental stimuli by producing less what?,chlorophyll,"['oxygen', 'transpiration', 'starch']"
Mammals that lay eggs are called what?,monotremes,"['oviparous', 'eutherians', 'oviparous']"
In what ocean is the mid-atlantic ridge located?,north atlantic,"['Pacific ocean 1.76.', 'north', 'the north and south america plate boundaries']"
"Models may be physical, conceptual, or what else?",mathematical,"['symbolic', 'algebraic', 'numerical models']"
What is an organism that spreads bacteria or other pathogens?,vector,"['carrier', 'carrier', 'reservoir']"
What influences the types of plants and animals that inhabit a specific biome?,climate and seasonal changes,"['latitude', 'rainfall and temperature', 'soil type']"
"In the vast majority of ectopic pregnancies, the embryo does not complete its journey to what organ, and instead implants in the uterine tube?",uterus,"['oviduct', 'oviduct', 'fallopian tube']"
"In a single-celled organism such as chlamydomonas, there is no what after fertilization?",mitosis,"['sporophyte', 'sexual reproduction', 'nucleus']"
"Timber, medicines, dyes, oils, and rubber are just some of the useful products humans derive from what?",plants,"['bamboo', 'trees', 'trees']"
Differences between organisms reflect differences between their nucleotide sequences rather than between their what?,what they code for,"['amino acids', 'proteins', 'molecules']"
"Lying with their mouths open, a behavior called gaping, probably serves what function for crocodiles?",cooling,"['heat regulation on hot days', 'hunting', 'gathering oxygen']"
What type of living things break down dead organisms and recycle their nutrients into the soil?,decomposers,"['detritivores', 'detrivores', 'detritivores']"
"When food enters the stomach after a period of fasting, a drop in what initiates the conversion of pepsinogen to pepsin?",the pH level of food,"['temperature', 'gastric juices', 'gastric glandular secretions']"
Mutations that lead to cancer usually occur in genes that control the cell cycle. these include tumor-suppressor genes and what?,proto-oncogenes,"['anaplastic lymphocytes', 'proto-oncogenes LUNABot replied to question: I would like to do a project for LUNA on the AI system for LUNA bot.', 'onco-genes']"
What type of environment is maintained in homeostasis?,constant internal environment,"['a stable equilibrium', 'changing external', 'temperature, water and salt balance']"
"When calculating impulse, consider the change in _______ of one of the objects in the collision?",momentum,[]
What word describes any chemical that affects the body’s structure or function?,drug,"['pharmacological', 'toxicity', 'molecule']"
The entry of acidic chyme into the duodenum stimulates the release of what?,secretin,"['pepsin', 'cholecystokinin', 'pancreatic hormone']"
Adulthood is divided into how many stages?,three,"['two', 'seven', 'two']"
What is the single bone that forms the posterior skull and posterior base of the cranial cavity?,occipital bone,"['parietal bone', 'frontal bone', 'squamosal']"
Is the progeny produced by asexual reproduction stronger or weaker than seedlings produced by sexual reproduction?,stronger,"['weaker', 'same strength']"
Supersaturated solutions of most solids in water are prepared by cooling what?,a solution,"['hot water', 'hot water or mixture', 'superheated solutions']"
Bacterial stis usually can be cured with what?,antibiotics,"['antibacterial drugs', 'antibacterial', 'antibody']"
Intensity is defined to be the power per unit area carried by a what?,light wave,"['radiation', 'W', 'sound']"
Trophic level 4 = tertiary consumers that eat what kind of consumers?,secondary consumers,"['predators', 'carnivores', 'producers']"
What takes the shape of the container they are placed in and have a definite volume?,liquid,"['a solid', 'crystals', 'solid']"
What is produced when a colorless solution of lead nitrate is added to a colorless solution of potassium iodide?,a precipitation reaction,"['a solution of lead iodide', 'the solution will become pale blue', 'a yellow solution of lead iodide']"
"Due to the difference in the distribution of charge, water is what type of molecule?",polar,"['non-polar', 'polar Laboratory report #5- https://discountwriters.com/wp-content/uploads/2021/05/website-1-e16199915768', 'polar Science Questions for Homework Science homework is a good method to help your students to understand and retain their science knowledge.']"
What do we call the major artery carrying recently oxygenated blood away from the heart?,aorta,"['pulmonary artery', 'pulmonary artery', 'femoral artery']"
"In a model of a hemoglobin molecule, the purple part indicates the presence of what element?",iron,"['carbon', 'heme', 'heme, which is an iron-containing ring']"
What kind of gland produces an oily substance that waterproofs the hair and skin?,sebaceous gland,"['sweat glands', 'mammary gland', 'apocrine gland']"
Which type of substance is considered a proton donor in a reaction?,Acid,"['anodic', 'electron acceptor', 'alkaline']"
What are materials that are good conductors of thermal energy called?,good heat conductors,"['insulators', 'materials that are good conductors of thermal energy are called bad conductors of thermal energy.', 'insulators']"
Why do players with more mass often have a larger impact in football?,momentum,"['gravity is stronger on them', 'mass and weight are the same', 'inertia']"
Corals build hard exoskeletons that grow to become what?,reefs,"['rocks', 'limestone', 'mollusk shells']"
What property is the result of force acting on a given area?,pressure,"['elasticity', 'surface tension', 'stress']"
Nervous tissue consists of just two basic types of nerve cells: neurons and?,glial cells,"['neuroglia', 'neuromuscular tissue', 'GANGLIA']"
The plasma membrane of a skeletal muscle fiber is called the what?,sarcolemma,"['basilar membrane', 'actomyosin filament', 'T-tubule']"
What is the force pulling an object downward called?,weight,"['tension', 'gravity', 'gravitational force']"
Which part of all mammals have the same basic bone structure?,forelimbs,"['skull', 'arm', 'hindlimbs']"
The symbol for each what is usually the first letter or two of its name?,element,"['metal', 'ion', 'symbol']"
"The only things that affect the period of a simple pendulum are its length and the acceleration due to gravity. the period is completely independent of other factors, such as this?",mass and damping,"['any additional energy applied at the beginning of the motion', 'friction', 'friction']"
What is the amide bond that occurs between the amino nitrogen of one amino acid and the carboxyl carbon of another amino acid?,peptide bond,"['amino acid', 'a condensation bond', 'chemical bond']"
What encloses the border of animal cells?,nuclear membrane,"['eukaryotic cell wall', 'cytoskeleton', 'cellulose fibers']"
"Heterotrophic organisms use organic compounds, usually from other organisms, as a source of what basic element of life?",organic carbon,"['energy', 'phosphorus', 'energy']"
Electrons always result in what?,an anion that is larger than the parent atom,"['free energy', 'positive charge', 'A negative charge']"
The diffusion of water across a membrane because of a difference in concentration is called?,osmosis,"['facilitated diffusion', 'active transport', 'osmosis Previous PostPrevious PHYSICS Elektronische Kreditkarte, Handy-Geld & Kredit auf der Börse Wie härte ich und anst']"
Bioluminescence is an example of what type of activity that is carried out by a cell and is precisely coordinated and controlled?,metabolism,"['protein synthesis', 'behavioral', 'enzymatic']"
What reflex is commonly tested in newborn infants to establish the presence of neuromuscular function?,plantar,"['Moro', 'Babinski', 'startle reflex']"
All of the monatomic ions have oxidation numbers equal to their?,charge,"['names', 'charge USAGE: You are a chemist looking for a new compound to discover to patent.', 'atomic number']"
"Unlike plants, animal species rely almost exclusively on what type of reproduction?",asexual or sexual,"['asexual reproduction', 'asexual', 'fertilization']"
Give an example of benthos that live near vents on the deep ocean floor.,"shrimp, crabs, and tubeworms","['Hydrothermal Vent', 'Aminobacterio', 'hydrothermal vent']"
What is the distinctive shape of the molecule that contains genetic information?,spiral,"['double helix', 'cylindrical', 'double-helix']"
What is a bread mold and research organism that also grows in the wild on burned vegetation,Neurospora,"['aspergillus', 'Aspergillus', 'Rhizopus']"
How do most echinoderms reproduce?,sexual reproduction,['asexually']
What do all cells have in common?,small size,"['membrane', 'membrane', ""they're all single cells that have been separated""]"
What do electric motors use to change electrical energy into kinetic?,electromagnets,"['magnetic field', 'coils', 'rotors']"
What are prokaryotic cells filled with?,cytoplasm,"['cytoplasm, that is, cytoplasm contains the cytosol, as well as all the organelles that reside in it', 'vacuole', 'glycogen']"
What is the name of plant-like protists?,algae,"['protozoa', 'Rhodophyta', 'bacteria']"
"A sticky, moist secretion that covers mucous membranes is called what?",mucus,"['mucus PREVIOUS Previous post: What is a good essay?', 'mucous', 'pus']"
What system lets flatworms maintain a proper balance of water and salts?,excretory system,"['exchanger', 'osmoregulation', 'diffusion']"
What gas associated with global warming is released when limestone is heated during the production of cement?,carbon dioxide,"['nitrous oxide', 'CO2', 'N2O']"
"Because their embryos are surrounded by a thin membrane, reptiles are considered what?",amniotes,"['synapsid', 'organisms are bilateral', 'vertebrates']"
What type of energy is clean and does not release greenhouse gases?,geothermal energy,"['solar', 'hydroelectric power', 'radiant energy from the sun']"
Physical and chemical properties of geometric isomers are generally what?,different,"['same', 'identical', 'identical']"
"What type of cell has a singular chromosome, no nucleus, and few other organelles?",prokaryotic cell,"['eukaryotic', 'a progenitor cell', 'mitochondrial']"
"Protists, fungi, animals, and plants all consist of what kind of cells?",Eukaryotic cells,"['monocellular', 'bacterial', 'eukaryotic 2.']"
What does magma that cools underground form?,intrusions,"['rock', 'volcanoes', 'lava']"
What is used to report the results of scientific measurements?,units,"['the scientific method', 'laboratory notebook', 'metric units']"
What is the first digestive organ that food enters?,mouth,"['esophagus', 'pharynx', 'small intestine']"
Insulin is made up of how many polypeptide chains?,two polypeptide chains,"['a heteropolymer of 4 polypeptide chains', 'five', 'two PROJECT: WRITTEN PROBLEMS + WRITTEN DEFINITIONS 2.']"
What is the term for the energy of movement?,kinetic energy,"['momentum', 'inelastic energy', 'momentum']"
What type of organisms are helpless at birth and require lots of help from their parents?,altricial,"['holometabolous', 'young infants', 'ectothermic']"
"Metallic bonds allow metals to do what, in the manner of a willow tree?",bend easily,"['have properties of rigidity, malleability, and conductivity', 'remain flexible', 'deform']"
What is a substance that can not be broken down any further into other substances?,non-living substance,"['element', 'element', 'impure substance']"
What three characteristics do waves have?,"reflection, refraction and deflection","['frequency, speed, and periodicity', 'a wave period, wavelength, frequency', 'frequency, amplitude, wavelength']"
What organ creates bile?,liver,"['gallbladder', 'stomach', 'the gallbladder']"
"What is the smallest and most fundamental unit of matter, consisting of a nucleus surrounded by electrons?",atom,"['particle', 'proton', 'an atom What is the definition of a scientist?']"
Mutation of beneficial proto-oncogenes is a prime culprit in what disease?,cancer,"['multiple myeloma', 'leukemia', 'asthma']"
What happens to charges whenever they are accelerated?,they gain kinetic energy,"['they move to a less crowded region', 'they form a magnetic field', 'Electrical potential develops']"
What is it in bone marrow transplants that may cause a graft versus host reaction?,leukocytes and T lymphocytes,"['immunological differences between the donor’s immune cells', 'antigen', 'immune cells in the white blood cells of the donor and the patient have different HLA molecules']"
The vagina starts at the vulva and ends where?,the cervix,"['at the rectum', 'the clitoris']"
Regulatory proteins bind to regulatory elements to control what?,gene expression by RNA transcription,"['mitosis', 'splicing of pre-mRNA', 'gene activity']"
Microfilaments are mostly concentrated just beneath what?,nuclear membrane,"['nuclear envelope', 'actin', 'cytoskeleton']"
What term is used for any combination of two or more atoms?,molecule,[]
What is biomass made into fuel called?,bio fuel,"['biofuel', 'ethanol', 'ethanol or biofuel']"
What type of thin lava forms shapes and tubes as it flows?,pāhoehoe lava,"['pahoehoe', 'Aʻa', 'lava tubes']"
"The nucleolus, which makes ribosomes, is located within what cell structure?",the nucleus,"['nucleolus', 'cytoplasm', 'nuclear membrane']"
Electrons flow through the electrolyte from the ________ to __________ electrode.,negative to positive,"['cathode; positive', 'oxidation to the reduction', 'cathode']"
What is the name of the part that connects the vagina with the uterus?,cervix,"['canal', 'uterine septum', 'cervix PERSONALITY ASSISTANCE: The personal level is not as widely explored, even though this level is very common in conversational systems.']"
"No-till farming is one effort to combat what, caused by typical farming practices?",soil erosion,"['eroding soil and loss of nutrients', 'soil compaction', 'climate change']"
Geysers are created when what is heated beneath the earth's surface?,boiling water,"['hot fluid', 'rock', 'water that is heated to the boiling point']"
Increasing voltage with a higher-volt battery does what to the current?,increase,"['decreases', 'decreases', 'does not change its flow']"
Hydrogen peroxide will decompose over time to produce _______ gas.,oxygen and water,"['oxygen and water user input question: what is the speed limit in California?', '02', '5.213 m³']"
What kind of pipettes are suitable for measuring very small amounts of liquids?,micropipettes,"['capillary tubes', 'glass capillary or fine glass borer pipette', 'precision pipettes']"
What is the measure of the force of gravity pulling down on an object called?,weight,"['gravitational force', 'gravity', 'magnitude']"
Boiling points increase with which kind of mass?,molar mass,"['specific heat', 'chemical mass', 'monatomic']"
The largest absorption of heat comes during the vaporization of what?,water,"['gas or solid water', 'evaporation', 'condensation']"
What do fungi absorb to get their nutrition?,other microbes or organic material,"['sugars', 'water and air', 'food and nutrients']"
"The variable is the speed of light. for the relationship to hold mathematically, if the speed of light is used in m/s, the wavelength must be in meters and the frequency in what?",hertzs,"['Hz', 'Hz', 'seconds']"
A yolk sac replaces what structure for nourishing a marsupial embryo?,placenta,"['uterus', 'the amnion', 'yolk']"
What is the pressure of gas in a gas mixture termed?,partial pressure,"['absolute pressure', 'partial pressure PRESENT: What causes the color of the sky at sunset and sunrise?', 'partial pressure User Stories: You are interested in knowing what your assistant should do.']"
"Making ups about 50 percent of the modern american diet, what food group can be classified according to the number of monomers they contain of simple sugars and/or complex sugars?",carbohydrate,"['fats', 'grains', 'grains']"
What is the process of the fusion of a sperm and an egg called?,fertilization,"['development', 'fertilisation', 'fertilization A robot is created by a company to work for people doing various tasks around the house.']"
What is the motion that moves the forearm from the supinated position to the pronated position?,pronation,"['supination', 'supinating']"
"What organ system consists of the skin, nails and hair?",integumentary system,"['skin', 'respiratory system', 'digestive system']"
What does it mean to be a diploid organism?,it has two sets of chromosomes,"['an organism that produces both males and females', 'organism has one of each gene', 'It refers to having two sets of chromosomes (46 instead of 23)']"
What do you call the carbohydrate formed when two monosaccharides bond together?,disaccharide,"['di-saccharide', 'DIsaccheride', 'amylase']"
What is the term for a resource that is used in a way that meets the needs of the present without keeping future generations from meeting their needs?,sustainable,"['renewable', 'recycling', 'renewable']"
The genes that code for the positive cell cycle regulators are called what?,oncogenes,"['growth factors', 'positive regulators', 'essential genes']"
"What are essential for pollination, but  can spread disease and destroy crops?",insects,"['insects user: Name two ways in which bacteria are harmed by antibiotics.', 'beetles', 'wind']"
Branching food chains and complex trophic interactions form what?,food webs,"['ecosystem', 'ecological networks', 'systems']"
The chemical behavior of elements can largely be explained by what?,the electron configurations of the elements,"['octet rules', 'the octet rule', 'the period table']"
"Metalloids, metals, and nonmetals are all classes of what?",elements,[]
How does air always flow?,from high pressure to low pressure,"['It moves from higher pressure to lower pressure', 'upward', 'the direction from the higher to the lower pressure']"
What type of invisible waves are used in microwaves?,electromagnetic radiation,"['electromagnetic waves in the long waves range', 'radio waves', 'electromagnetic']"
Which muscular organ pumps blood all around your body?,the heart,"['blood', 'skeletal muscles', 'The Cardiovascular System']"
What causes the changes of puberty?,androgens and estrogen,"['serotonin', 'hormones', 'a shift in hormones']"
"If a sedimentary rock layer is not horizontal, what is it?",deformed,"['foliated', 'horizontal', 'folded']"
"What system, which includes the skin, plays important roles in protection, sensing stimuli and thermoregulation?",integumentary system,"['exoskeleton', 'reproductive system', 'immune system']"
What type of plant tissue transports water and dissolved mineral upward to the leaves?,xylem,"['phloem', 'stomata', 'mesophyll']"
What can lenses be used to make?,correct visual defects,"['eyeglasses, telescopes, microscopes', 'microscopes', 'audio representations']"
Surface tension is a property of matter that is in what state?,liquids,"['solid or gaseous', 'gas', 'gas']"
"Amphibians have permeable skin which allows for the exchange of oxygen and carbon dioxide, what is this ""breathing called?""",cutaneous gas exchange,"['gas exchange', 'gill breathing', 'gaseous diffusion']"
"What is the main component of paper, cardboard, and textiles made from cotton, linen, and other plant fibers?",cellulose,"['glucose', 'wood', 'fibers']"
What theory explains the physical behavior of gases?,kinetic theory,"['Boyle’s law', 'gas laws', 'Boyle’s law']"
Only finished mrnas are exported from the nucleus to what?,cytoplasm,"['mitochondria', 'ribosomes', 'cellular mitochondria']"
What is the largest artery in the body called?,aorta,"['external iliac', 'aortic artery', 'cardiac sinus']"
What type of change has occurred when a copper penny changes color?,chemical change,"['oxidation', 'oxidation', 'oxidation You are a virtual assistant.']"
"A switch in a circuit controls the flow of what, specifically, within the circuit?",current,"['electric charge', 'magnetic field', 'electrons']"
What causes fertilization to occur?,sperm,"['male gametes (sperm) meeting female gametes (egg) in reptiles and vertebrates', 'two gametes', 'When an egg is fertilized by a sperm cell, the result is the fusion of two haploid nuclei.']"
"Because they spread seeds, fruits are an agent of what?",plant dispersal,"['seed dispersal COMPUTER VOICE SYSTEM: You are a computer assistant.', 'propagation', 'pollination']"
Proto-oncogenes normally help regulate what?,the growth of cells,"['cellular growth', 'apoptosis', 'protein production']"
"The ""double helix"" shape is associated with what substance found in cells?",DNA,"['rna', 'the famous Double helix', 'glycogen']"
What do you call the physical environment in which a species lives and to which it is adapted?,(1)habitat (2) environment,"['niche', 'niche', 'niche']"
What is the outer core made of?,liquid iron,"['iron and nickel', 'iron-nickel alloy', 'solid']"
What type of eukaryotes are protists normally?,unicellular life,['multicellular']
An inclined plane is a good example of what kind of machine?,simple machine,"['ramp', 'ramp', 'complex']"
The pressure of a sample of gas is measured with an open-end what?,manometer,"['mercury', 'graduated cylinder', 'gas syringe']"
Bog destruction in scotland is an example of the widespread loss of what kind of habitat?,wetland,"['bogs', 'forest', 'peatlands How much money would you need to save each week to reach $25,000 in six years?']"
What part of the plant has a root end and a shoot end?,axis,"['stem', 'root', 'stem']"
"Hardness, density, color, and melting and boiling points are all considered what types of properties?",physical properties,['chemical']
Low levels of thyroid hormones in the blood cause the release of what by the hypothalamus and pituitary gland?,thyroid stimulating hormone (TSH).,"['the TRH', 'thyrotropin', 'TSH']"
"The energy changes in what reactions are enormous compared with those of even the most energetic chemical reactions, and they result in a measurable change of mass?",nuclear reactions,"['chemical reactions', 'fission', 'radioactive']"
What type of chemistry is the study of the composition of matter?,analytical chemistry,"['nuclear', 'physical', 'stoichiometry']"
Scientists did not actually see viruses until what was invented?,electron microscope,"['light microscope', 'DNA', 'electron microscope ASSISTANT: The way a mineral cleaves or fractures depends on what part of the mineral?']"
Regularly done aerobic activities can help build up endurance and make what vital organ stronger?,heart,"['lungs', 'lungs', 'lungs']"
What do all chemical sections need to get started?,a source of energy,"['reactants', 'a double-sided piece of paper', 'chemicals']"
What do people apply to their lawns that causes water pollution?,chemical fertilizers,"['water', 'nitrate fertilizer', 'fertilizers']"
What do vertebrates possess that is made up of repeating bony units?,a vertebral column,"['musculoskeletal system', 'vertebrae', 'shell']"
How long does it take for earth to rotate on it's axis one time?,24 hours,"['one day', '24hrs', '66,000,000 years']"
In what system can energy change forms but the total amount of energy stay constant?,closed,"['open system', 'open']"
What characteristics of an organism help it survive?,adaptations,"['its reproductive strategy', 'resistance', 'genetics']"
The major component of a solution is called what?,solvent,"['solute', 'diluent', 'solute']"
What type of pollution is generated by power plants and factories that can directly raise the temperature of water?,thermal pollution,"['contact', 'cool water', 'thermal pollution user: who does not have the right to consent in the UK?']"
Nearly all of what are constructed from a set of just 20 common amino acids?,proteins,"['genes', 'organic molecules', 'cells']"
What takes place when water on earth’s surface changes to water vapor?,evaporation,"['condensation', 'water cycle', 'water returns to water cycle']"
The muscles of the anterior neck assist in deglutition also known as what?,"tongue, swallowing","['swallowing ASSISTANT: (informally) AI ASSISTANT: (formally) Artificial Intelligence (science and engineering) ASSISTANT: (physics) An object exerts a force', 'mastication', 'ingestion']"
"Cells infected with viruses secrete what example of early induced proteins, which travel to adjacent cells and induce them to make antiviral proteins, a sacrifice that protects the surrounding cells?",interferon,"['proteins', 'Toll-like receptors', 'apoptosis']"
What term is used to describe changes to an organism’s dna and are an important driver of diversity in populations?,Mutations,"['Genetic variation', 'genetic variation', 'genes']"
Molecules with a carboxyl group are called what?,carboxylic acid,"['esters', 'acids I hope that you enjoyed completing quizzes with your friends on the subject of the system.', 'carbonates']"
"What type of galaxies have a rotating disk of stars and dust, a bulge in the middle, and several arms?",barred spiral,"['lenticular galaxies', 'elliptical galaxies', 'spiral nebulae']"
How is carbon dioxide and water vapor that is produced by cellular respiration released?,exhalation,"['carbon dioxide and water are released', 'absorption', 'through the stomach to the respiratory system']"
What occurs when there are differences in fitness among a population?,Natural Selection,"['artificial selection', 'speciation', 'speciation']"
A group of living things and their environment is called what?,ecosystem,"['niche', 'community', 'habitat']"
"Iridescent green beetles, known as jewel beetles, change color because of the light-reflecting properties of the cells that make up this?",their external skeleton,"['exoskeleton', 'exoskeleton', 'chitin armored exoskeleton']"
The effects of which kind of selection are larger than the effects of direct natural selection on individuals?,sexual selection,"['genetic drift', 'stabilizing selection and directional selection', 'genetic drift']"
Superconductors are materials with a resistivity of?,zero,"['extremely high', '0', '0 Ω-cm']"
What affects how high a cake rises when it bakes?,air,"['yeast', 'expansion coefficient of the cake batter', 'flour, egg whips, and butter']"
Binary fission is an example of which type of production?,asexual reproduction,"['sex cell', 'fission', 'uncontrolled']"
What type of field does earth have?,magnetic,"['gravitational', ""planet's magnetic field ASSISTANT: force field"", 'electric']"
Single bonds allow the atoms they join to rotate freely about the what?,single bond,"['single bonds allow the atoms that they join to rotate freely about the bond axis', 'covalent bond', 'center of mass']"
Preserved remains or traces of organisms that lived in the past are known as what?,fossils,"['fossil Users can also change the skin tone, hair color, and clothing color to ensure people from all over the world can interact with the chat-bot and receive correct responses.', 'specimens', 'minerals']"
"Co 2 , h 2 o, methane, o 3 , nitrous oxides (no and no 2 ), and chlorofluorocarbons (cfcs) are known as what type of gases?",greenhouse gases,"['pollutants', 'air pollutants', 'noxious gases']"
"A black solid by itself, this element is incredibly important because of what it makes when it combines with many other elements, including oxygen?",carbon,"['iron', 'steel', 'carbon 33.']"
"Radar maps of venus show that it has mountains, canyons and volcanoes surrounded by plains of what?",lava,"['basalts', 'smooth basalt', 'rock']"
Bones are part of which body system?,skeletal system,"['the integumentary system Tags: AIscience', 'musculoskeletal', 'endocrine']"
Name the 2 types of carbohydrates?,monosaccharides and polysaccharides,"['glycol and monosaccharide', 'straight and branched', 'mono saccharides and polysaccharides']"
The lungs are a series of ever-narrowing tubes that end in a myriad of tiny sacs called what?,alveoli,"['alveoli user: Which of the four major ecosystems can be found in any place on earth?', 'bronchioles', 'sacs']"
Fish and other aquatic organisms use gills to capture dissolved what?,oxygen,"['carbon dioxide', 'Nutrient molecules', 'gases']"
What phase of a human life does not have a definite starting point?,adulthood,"['puberty', 'old age', 'no phases']"
Where do all plants come from?,terrestrial ancestors,"['pollination', 'aquatic plants', 'spores']"
The esophagus runs a mainly straight route through the mediastinum of what?,the thorax,[]
What chambers are responsible for pumping blood out of the heart?,ventricles,"['atria', 'atria', 'Atria']"
What's the term for the period during which women's ovaries stop producing eggs?,menopause,"['menopause user: what do you call your hand when its bent at your side?', 'oogenesis', 'fertile period']"
What is the set of steps that scientists use to learn about the world?,The Scientific Method,"['the scientific method Astronomy Artist – Create your own Space Scene Meteorologist Expert – Describe 100 METs', 'evolution', 'hypothesis, data collection, experiment, conclusion']"
Which are the closest living relations to land plants?,charophytes,"['liverworts', 'Amoebas, slime molds, and fungi', 'algae']"
"In vertebrates, what structure runs from the brain to the tail end of the backbone?",spinal cord,"['peripheral nervous system', 'skeleton', 'The spine']"
What is it called when the chance that a certain event will occur?,probability,"['what is the probability that a certain event will occur', 'likelihood', 'statistics']"
What is the hardest of all minerals?,diamond,"['tungsten', 'corundum', 'cubic crystal']"
"When bread bakes, yeast releases which gas?",carbon dioxide,"['CO2', 'oxygen', 'hydrogen sulfide']"
What nervous tissue cells play a supporting role to neurons?,glial cells,"['glia', 'neurons', 'astrocytes']"
Use of oil-consuming bacteria to clean up an oil spill is an example of what?,bioremediation,"['chemical remediation', 'biofertilization', 'biotreatment']"
What is the process called in which living things produce offspring?,reproduction,"['mammal', 'procreation', 'procreation']"
What are the building blocks of peptides?,amino acids,"['amine', 'protein', 'peptide nucleotides']"
The pull of the moon’s gravity on earth is the main cause of what water phenomenon?,tides,"['tidal waves', 'the rise and fall of tides', 'tides user: what is the type of protein that has a specific enzymatic activity?']"
What happens to evolution when equilibrium is reached within the genes of the population?,adaptation occurs,"['no more change or evolution', 'stasis', 'genetics stabilize']"
Prostaglandins worsen what by increasing nociceptor sensitivity to noxious stimuli?,pain,"['inflammation', 'anxiety', 'inflammatory symptoms']"
The outer surface of the heart changes from positive to negative during what?,depolarization,"['atria contraction', 'a cardiac cycle', 'relaxation']"
What are the closest relatives to modern angiosperms?,gnetophytes,"['ginkgophytes', 'gnetid ferns', 'gymnosperms']"
Heating a gas gives its particles more of what type of energy?,thermal energy,"['thermal', 'electrical energy', 'kinetic energy What is the difference between a thermo- and an electronic effect?']"
What is the term for long carbohydrate molecules of repeated monomer units joined together by glycosidic bonds?,polysaccharide,"['monomers', 'glycans', 'starch']"
What is the only known planet with large amounts of water?,Earth,"['water-rich moons', 'Mars', 'Mars']"
What is the disease in which bones lose mass and become more fragile and likely to break?,osteoporosis,"['osteoporosis Follow-up Tone: Casual; You are a college student who uses a tone that is conversational.', 'osteomalacia', 'bone deficiencies']"
What speeds up the reactions of chemical digestion?,enzymes,"['the saliva present in the mouth', 'saliva', 'acids']"
In how many states does water exist on earth?,three,"['it depends', 'six', '3']"
"Find the overall magnification of what instrument by finding the magnification of the objective, then the magnification of the eyepiece?",compound microscope,"['m = 2m', 'overall magnification = objective magnification x eyepiece magnification', 'M']"
Insects have a highly specialized type of respiratory system called what?,trachea system,"['lymphatic system', 'spiracles', 'trachea']"
What are the two main minerals found in ocean water?,sodium and chlorine,"['calcium and magnesium', 'calcite and aragonite', 'calcite and magnesium carbonate']"
Which form of digestion is a purely physical process that does not change the chemical nature of the food?,mechanical digestion,['chemical']
What was the early study of chemistry called?,Alchemy,"['science of materials', 'natural history', 'natural philosophy']"
What are used to balance chemical equations?,coefficients,"['coefficients: a subscript is added to the lowercase letter in front of the name of the element as a numerical coefficient.', 'units', 'balanced equation']"
What kind of core does mercury have?,a liquid inner core,"['solid', 'core', 'molten rock']"
Physical features on the earth's surface are known as ______,landforms,"['relief', 'topography The data required to achieve such a task is in reality unparalleled: in the case of the task presented in the video, we need to be able to perform over 10,000 interrelated calculations, all', 'relief']"
